,station_id,lat,lon,name,capacity,2 cluster,2 cluster
263,649888071,48.7672039733195,2.4144977331161503,Place Paul Eluard,19,0,2
264,82563707,48.84309486651855,2.2597770800669053,Exelmans - Michel-Ange,33,1,0
265,129143598,48.882976576876565,2.260125767248034,Pierret - Madrid,28,0,1
266,213690847,48.8888,2.296319,Reims - Raymond Pitet,37,0,1
267,102333275,48.819211549234495,2.254007756710053,Saint-Vincent - Verdun,34,1,0
268,640629438,48.79387269664978,2.321148812770844,Aristide Briand - Gare de Bagneux,22,1,0
269,27415512,48.905303858641844,2.310559451580048,Parc Roger Salengro,36,1,1
270,27363362,48.886785741479684,2.3746193200349808,Seine - Flandre,19,1,0
271,210746090,48.86466062793517,2.369226553182906,Grand Prieuré - Crussol,49,1,0
272,213957917,48.909423010092326,2.3584435880184174,Wilson - Métallurgie,28,0,1
273,54000626,48.90379820774301,2.3187401890754704,Madame de Sanzillon - Mozart,22,0,1
274,6399,48.88639367943585,2.386541454435452,Hautpoul - Jean Jaurès,32,1,0
275,27414841,48.882633484310816,2.344884406212207,Square d'Anvers,34,1,0
276,82253759,48.8577967,2.3192664,Mairie du 7ème,27,0,1
277,82457375,48.8435137879902,2.3065522313117985,Volontaire - Lecourbe,31,1,0
278,54000609,48.88467368538326,2.380039058625698,Laumière - Petit,34,1,0
279,82328045,48.85799259152685,2.3469167947769165,Victoria - Place du Chatelet,22,0,2
280,55664548,48.85219190969573,2.3740932717919354,Charonne - Faubourg Saint-Antoine,34,0,2
281,214134714,48.799824,2.328171,Gare Arcueil - Cachan,26,0,1
282,214139374,48.814280450380224,2.3410347104072575,Gare RER de Gentilly,30,1,0
283,213702608,48.86889516267913,2.3919824145634565,Boyer - Ménilmontant,19,1,0
284,559507144,48.8184945213025,2.3744174838066106,Place Jean Ferrat,25,1,0
285,101740379,48.83446472680611,2.3293386027216907,Boulard - Daguerre,45,1,0
286,213694069,48.89465,2.381868,Flandre - Alphonse Karr,26,1,0
